userID,subscriptionAgeGroup,monthsActive,monthlySubscriptionCost,totalAmountPaid,churned,listeningHoursPerWeek,appUpdateFrequency,daysSinceLastLogin,gender_Male,hasFamilyPlan_Yes,hasSharedAccount_Yes,hasMobileApp_Yes,usesMultipleDevices_Yes,subscriptionType_Free Trial,subscriptionType_Individual Plan,subscriptionType_Student Plan,parentalControlsEnabled_No internet service,parentalControlsEnabled_Yes,playlistBackupEnabled_Yes,deviceSyncEnabled_Yes,contactedSupportRecently_No internet service,contactedSupportRecently_Yes,watchesMusicVideos_No internet service,watchesMusicVideos_Yes,listensToPodcasts_No internet service,listensToPodcasts_Yes,usesAutoBilling_Yes,paymentMethod_Credit card (automatic),paymentMethod_Electronic check,paymentMethod_Mailed check,favoriteGenre_Electronic,favoriteGenre_Hip-Hop,favoriteGenre_Jazz,favoriteGenre_Pop,favoriteGenre_R&B,favoriteGenre_Rock,subscriptionAgeGroupLabel_Senior,subscriptionAgeGroupLabel_Teen
9629-NHXFW,1,1,5.99,19.4,No,17.5,12,13,False,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False
2696-RZVZW,1,68,5.99,1629.2,No,31.4,16,1,True,False,False,True,True,False,False,True,True,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
5766-FTRTS,0,72,16.99,6033.1,No,11.0,4,3,True,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0396-HUJBP,0,2,16.99,44.4,No,20.4,5,16,False,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True
5178-LMXOP,1,1,16.99,95.1,Yes,9.5,17,12,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False
8879-ZKJOF,1,41,10.99,3320.75,No,11.6,17,3,False,False,False,True,True,False,True,False,False,True,True,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
6285-FTQBF,1,72,5.99,1867.7,No,14.5,19,5,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
8185-UPYBR,1,6,16.99,438.0,Yes,0.0,15,10,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
4585-HETAI,1,4,16.99,325.45,Yes,11.2,8,27,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
7526-BEZQB,1,12,10.99,1148.1,Yes,9.5,13,5,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False
1474-JUWSM,1,58,10.99,3972.25,No,10.7,10,0,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False
3530-CRZSB,1,7,5.99,155.9,No,18.8,15,4,False,False,False,True,True,False,False,True,True,False,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
8498-XXGWA,1,65,10.99,3673.15,No,24.1,10,1,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
9617-INGJY,1,1,16.99,70.6,No,7.9,16,16,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
0621-TSSMU,1,56,10.99,1126.75,No,16.3,10,4,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
7234-KMNRQ,1,4,10.99,73.45,No,15.0,10,26,True,False,False,True,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
7636-PEPNS,0,58,16.99,2413.05,No,21.0,9,3,False,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
4683-WYDOU,2,62,10.99,6912.7,No,9.9,18,6,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False
9052-DHNKM,0,26,16.99,1581.95,No,25.3,5,1,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
6794-HKIAJ,1,62,5.99,5586.45,No,12.0,7,5,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5578-NKCXI,1,58,16.99,5846.65,No,13.0,6,0,False,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
1642-HMARX,1,68,16.99,6424.7,No,19.0,8,0,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False
3096-WPXBT,2,61,16.99,6018.65,No,13.5,16,0,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False
8434-PNQZX,1,42,5.99,3373.4,No,20.7,6,1,False,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False
5950-AAAGJ,1,18,5.99,1537.9,No,18.7,12,6,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4299-OPXEJ,0,56,16.99,1080.55,No,20.6,5,2,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
4951-UKAAQ,1,4,16.99,355.2,Yes,16.5,19,11,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False
9618-LFJRU,1,4,5.99,82.85,No,8.5,6,23,False,False,False,True,True,False,False,True,True,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
6693-DJWTY,2,35,16.99,2016.45,No,14.8,24,5,False,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0744-GKNGE,1,64,10.99,5327.25,No,12.9,14,1,False,False,False,True,True,False,True,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
6447-EGDIV,2,31,16.99,683.25,No,14.8,17,0,False,True,True,True,True,False,False,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
1167-OYZJF,1,67,10.99,1263.05,No,15.7,18,5,False,False,False,True,True,False,True,False,True,False,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2108-YKQTY,1,4,16.99,151.3,Yes,26.8,13,17,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
4806-DXQCE,1,70,16.99,7714.65,No,16.7,14,4,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False
4918-QLLIW,1,3,10.99,188.7,Yes,12.8,6,27,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7056-IMHCC,2,53,10.99,5549.4,Yes,11.7,27,1,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False
4854-SSLTN,1,2,10.99,130.5,No,17.0,5,13,True,False,False,True,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
5294-DMSFH,2,29,16.99,2621.75,No,13.2,28,4,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,True,False
4837-PZTIC,1,47,10.99,1875.25,No,21.3,14,0,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1625-JAIIY,1,68,5.99,5685.8,Yes,9.0,6,6,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False
0603-OLQDC,1,12,16.99,837.5,No,8.2,11,6,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False
3272-VUHPV,1,8,10.99,401.5,No,14.7,10,5,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4176-FXYBO,1,54,16.99,6118.95,No,17.3,9,3,True,True,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1063-DHQJF,1,69,5.99,6480.9,No,20.7,18,2,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False
8663-UPDGF,1,26,5.99,1800.05,No,14.2,15,5,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
6719-FGEDO,1,72,10.99,7104.2,No,22.0,14,2,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1837-YQUCE,1,70,10.99,4214.25,No,14.5,5,2,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False
2947-DOMLJ,1,1,10.99,50.6,Yes,10.8,11,27,True,False,False,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
4112-LUEIZ,1,10,16.99,863.1,Yes,19.7,6,12,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False
0369-ZGOVK,1,28,16.99,1992.2,No,14.5,15,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
4510-HIMLV,1,1,10.99,69.8,Yes,11.9,17,10,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False
9919-KNPOO,0,21,0.0,1948.35,No,1.4,2,5,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True
8749-JMNKX,1,51,5.99,4750.95,Yes,11.1,10,3,True,False,False,True,True,False,False,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
7872-BAAZR,1,53,16.99,1007.9,No,21.6,16,5,False,True,True,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
9391-LMANN,1,53,10.99,5036.9,No,12.2,7,5,True,False,False,True,True,False,True,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
2430-USGXP,1,24,5.99,2391.8,Yes,21.1,14,1,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False
8174-TBVCF,1,70,16.99,6859.05,No,13.9,14,3,False,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False
1698-XFZCI,1,61,16.99,6521.9,No,11.9,7,5,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False
1877-HKBQX,1,11,16.99,617.85,No,21.6,6,13,False,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
4450-DLLMH,2,2,16.99,157.75,No,18.3,26,8,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False
0428-AXXLJ,0,25,16.99,516.3,No,18.7,2,6,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True
2746-DIJLO,1,41,5.99,2364.0,No,8.2,11,4,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
5955-ERIHD,1,18,16.99,1687.95,Yes,19.7,17,1,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False
0917-EZOLA,1,72,10.99,7689.95,Yes,19.7,13,0,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False
3508-VLHCZ,1,71,10.99,6239.05,No,13.2,18,5,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False
4086-ATNFV,2,34,10.99,2042.05,No,12.3,27,2,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
0468-YRPXN,1,29,10.99,2807.1,No,11.6,8,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False
5996-NRVXR,1,40,16.99,4116.8,No,17.5,9,2,True,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False
3739-YBWAB,2,36,10.99,1317.95,No,14.6,22,0,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
7047-FWEYA,1,46,10.99,4594.65,No,20.6,19,4,False,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False
2000-MPKCA,1,58,10.99,6332.75,No,9.7,18,1,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False
9762-YAQAA,0,39,16.99,3213.75,No,11.0,3,0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
5949-EBSQK,1,4,10.99,229.55,Yes,14.6,9,19,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
5473-KHBPS,1,52,16.99,4976.15,No,6.1,9,4,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False
0100-DUVFC,1,70,5.99,7308.95,No,7.1,14,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False
5397-TUPSH,1,65,16.99,4555.2,No,20.8,10,2,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
8950-MTZNV,1,1,16.99,44.95,No,9.1,14,23,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
0326-VDYXE,0,70,16.99,6982.5,No,18.9,3,4,False,True,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True
6773-LQTVT,1,29,16.99,1025.15,No,20.7,13,0,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
7274-RTAPZ,1,1,10.99,90.55,Yes,20.2,5,9,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False
0436-TWFFZ,2,67,16.99,5714.2,No,20.4,27,6,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False
8566-YPRGL,1,1,16.99,19.5,No,12.4,19,8,False,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False
0311-UNPFF,1,26,10.99,2274.35,Yes,16.1,9,3,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
6609-MXJHJ,1,30,10.99,789.55,No,12.9,11,1,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
2669-OIDSD,1,48,16.99,4834.0,No,17.3,15,6,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False
8400-WZICQ,1,55,10.99,3131.8,No,10.8,11,0,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
3834-XUIFC,1,7,10.99,602.55,Yes,21.6,7,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False
9576-SYUHJ,1,37,16.99,3369.25,No,12.7,18,5,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False
0410-IPFTY,1,31,10.99,2674.15,No,16.8,7,1,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
2831-EBWRN,1,4,16.99,199.75,No,17.9,5,20,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False
9430-NKQLY,1,72,10.99,1790.8,No,23.7,7,6,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False
8414-MYSHR,0,5,16.99,449.75,Yes,16.1,5,11,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True
0247-SLUJI,1,1,16.99,19.7,No,15.3,18,17,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
9402-ORRAH,0,15,0.0,1400.3,No,5.0,7,0,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True
6483-OATDN,1,8,10.99,411.6,No,16.2,6,9,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1293-HHSHJ,1,35,5.99,741.0,No,15.5,9,6,False,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
4840-ORQXB,1,56,16.99,5841.35,No,16.1,17,4,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
7599-FKVXZ,1,42,16.99,4512.7,Yes,15.3,6,1,True,True,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
3982-DQLUS,0,65,16.99,5688.45,No,28.0,7,3,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
8610-ZIKJJ,1,2,16.99,31.9,No,8.2,12,14,False,True,True,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
3756-VNWDH,1,65,16.99,6674.65,No,0.0,10,4,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False
7801-KICAO,1,18,10.99,1345.75,No,10.3,9,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
7673-LPRNY,1,23,10.99,1843.05,No,17.0,5,5,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False
8229-TNIQA,0,4,16.99,196.95,Yes,9.5,7,27,False,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
6060-QBMGV,1,70,5.99,1433.8,No,10.3,8,6,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
7339-POGZN,1,4,10.99,214.55,No,6.5,9,16,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2828-SLQPF,1,19,10.99,865.85,No,11.3,5,3,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
4465-VDKIQ,1,18,10.99,1358.6,No,11.3,10,6,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2921-XWDJH,0,38,0.0,3147.15,No,10.9,8,3,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True
6221-AVQYL,1,2,10.99,131.05,Yes,14.8,10,29,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
2558-BUOZZ,1,47,16.99,4535.85,No,13.9,9,2,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
9257-AZMTZ,1,52,5.99,1078.75,No,26.2,19,4,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0003-MKNFE,1,9,10.99,542.4,No,14.2,17,6,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0975-UYDTX,1,26,16.99,2312.55,No,22.1,15,4,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False
7743-EXURX,0,8,16.99,415.05,Yes,15.3,6,1,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
4682-BLBUC,1,44,10.99,3250.45,No,17.7,14,5,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0975-VOOVL,1,3,5.99,98.5,No,16.4,7,29,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
5968-VXZLG,1,2,10.99,87.9,No,19.4,19,13,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
5569-KGJHX,1,9,10.99,754.65,Yes,14.9,9,3,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4988-IQIGL,2,1,16.99,75.35,Yes,16.1,22,10,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
5201-FRKKS,1,25,5.99,1952.25,No,15.5,13,2,True,False,False,True,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
9799-CAYJJ,1,2,16.99,153.8,No,12.5,7,10,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
7730-IUTDZ,1,43,5.99,3198.6,Yes,18.6,6,3,True,False,False,True,True,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
0426-TIRNE,1,1,10.99,20.9,Yes,14.0,8,17,False,False,False,True,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
5443-SCMKX,1,58,16.99,5610.15,No,22.3,6,1,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False
8295-KMENE,1,59,16.99,4519.5,No,14.5,5,3,False,True,False,True,True,False,False,False,False,True,True,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False
6738-ISCBM,2,44,16.99,2440.25,No,12.4,28,6,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,True,False
9821-BESNZ,1,66,16.99,6860.6,No,16.4,18,0,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False
3678-MNGZX,0,68,0.0,1377.7,No,7.1,7,3,True,False,False,True,True,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
1335-NTIUC,0,9,16.99,190.25,No,20.3,1,7,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
2916-BQZLN,1,19,5.99,1651.95,No,12.4,11,1,True,False,False,True,True,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
4558-CGYCZ,1,4,10.99,78.3,No,21.5,16,23,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
2368-GAKKQ,1,70,16.99,7939.25,No,16.1,19,2,False,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False
8710-YGLWG,1,1,10.99,44.9,No,22.1,16,8,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
3199-XGZCY,1,8,16.99,576.7,No,20.5,9,11,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
3785-KTYSH,2,53,10.99,1279.0,No,21.7,18,1,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
6814-ZPWFQ,1,51,10.99,1260.7,No,8.1,5,4,True,False,False,True,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
4063-EIKNQ,1,11,5.99,267.35,No,14.5,16,3,True,False,False,True,True,False,False,True,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
6993-YCOBK,1,60,5.99,6586.85,No,9.4,8,0,True,False,False,True,True,False,False,True,False,True,True,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False
5206-HPJKM,1,17,16.99,934.15,No,13.5,6,1,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
7587-RZNME,1,3,16.99,123.65,Yes,16.9,18,10,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
0748-RDGGM,1,70,10.99,7534.65,Yes,14.7,6,1,True,False,False,True,True,False,True,False,False,True,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
8393-JMVMB,1,1,10.99,19.45,No,9.3,14,23,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
5019-GQVCR,1,43,5.99,3645.6,No,6.4,17,5,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False
6036-TTFYU,1,16,16.99,314.45,No,8.3,18,1,False,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
2550-AEVRU,1,57,10.99,3053.0,No,9.0,16,3,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
